"tsn";"genus";"species";"itis_acceptedname";"en_common";"fr_common";"us_code";"qc_code";"on_alpha_code";"on_tree_code"
"27726";"Miconia";"pachyphylla";"Miconia pachyphylla";"camasey racimoso";NA;7812;NA;NA;NA
"27727";"Miconia";"prasina";"Miconia prasina";"granadillo bobo";NA;7813;NA;NA;NA
"27728";"Miconia";"punctata";"Miconia punctata";"auquey";NA;7814;NA;NA;NA
"27729";"Miconia";"pycnoneura";"Miconia pycnoneura";"ridge johnnyberry";NA;7815;NA;NA;NA
"27730";"Miconia";"racemosa";"Miconia racemosa";"camasey felpa";NA;7816;NA;NA;NA
"27731";"Miconia";"rubiginosa";"Miconia rubiginosa";"peralejo";NA;7817;NA;NA;NA
"27732";"Miconia";"serrulata";"Miconia serrulata";"jau jau";NA;7818;NA;NA;NA
NA;"Miconia";"subcorymbosa";"Miconia subcorymbosa";"forest johnnyberry";NA;7821;NA;NA;NA
"27735";"Miconia";"tetrandra";"Miconia tetrandra";"rajador";NA;7822;NA;NA;NA
"23842";"Micropholis";"garciniifolia";"Micropholis garciniifolia";"caimitillo verde";NA;7828;NA;NA;NA
"503826";"Micropholis";"guyanensis";"Micropholis guyanensis";"Micropholis guyanensis";NA;7829;NA;NA;NA
"819763";"Millettia";"pinnata";"Millettia pinnata";"pinnata";NA;7831;NA;NA;NA
"503833";"Mimosa";"arenosa";"Mimosa arenosa";"elegant mimosa";NA;7833;NA;NA;NA
"505964";"Mimusops";"elengi";"Mimusops elengi";"bulletwood, elengi";NA;7835;NA;NA;NA
"503448";"Licaria";"parvifolia";"Misanteca parvifolia";"Puerto Rico cinnamon";NA;7570;NA;NA;NA
NA;"Monodora";"spp.";"Monodora";"monodora";NA;7839;NA;NA;NA
NA;"Montanoa";"spp.";"Montanoa";"montanoa";NA;7842;NA;NA;NA
"38815";"Montanoa";"hibiscifolia";"Montanoa hibiscifolia";"treedaisy";NA;7841;NA;NA;NA
NA;"Morella";"spp.";"Morella";"bayberry";NA;7848;NA;NA;NA
NA;"Myrica";"spp.";"Morella";"sweetgale";NA;7900;NA;NA;NA
"507899";"Morella";"cerifera";"Morella cerifera";"Morella cerifera";NA;7845;NA;NA;NA
"507900";"Morella";"faya";"Morella faya";"firetree";NA;7846;NA;NA;NA
NA;"Morella";"holdridgeana";"Morella holdridgeana";"Morella holdridgeana";NA;7847;NA;NA;NA
NA;"Morinda";"spp.";"Morinda";"morinda";NA;7852;NA;NA;NA
"35071";"Morinda";"citrifolia";"Morinda citrifolia";"Indian mulberry";NA;7849;NA;NA;NA
NA;"Morinda";"latibractea";"Morinda latibractea";"ngel";NA;7850;NA;NA;NA
"507395";"Sarcopygme";"pacifica";"Morinda pacifica";"uunu";NA;8544;NA;NA;NA
NA;"Morinda";"pedunculata";"Morinda pedunculata";"Morinda pedunculata";NA;7851;NA;NA;NA
"503874";"Moringa";"oleifera";"Moringa oleifera";"horseradishtree";NA;7855;NA;NA;NA
"22668";"Morisonia";"americana";"Morisonia americana";"ratapple";NA;7857;NA;NA;NA
NA;"Morus";"spp.";"Morus";"mulberry spp.";NA;680;NA;NA;NA
"19066";"Morus";"alba";"Morus alba";"white mulberry";NA;681;NA;NA;NA
"19068";"Morus";"microphylla";"Morus celtidifolia";"Texas mulberry";NA;683;NA;NA;NA
"19069";"Morus";"nigra";"Morus nigra";"black mulberry";NA;684;NA;NA;NA
"19070";"Morus";"rubra";"Morus rubra";"Red mulberry ;red mulberry";NA;682;NA;"Mo";175
"27739";"Mouriri";"domingensis";"Mouriri domingensis";"murta";NA;7862;NA;NA;NA
"27740";"Mouriri";"helleri";"Mouriri helleri";"mameyuelo";NA;7863;NA;NA;NA
NA;"Muntingia";"spp.";"Muntingia";"muntingia";NA;7868;NA;NA;NA
"21503";"Muntingia";"calabura";"Muntingia calabura";"strawberrytree";NA;7867;NA;NA;NA
NA;"Murraya";"exotica";"Murraya paniculata";"Murraya exotica";NA;7869;NA;NA;NA
NA;"Musa";"spp.";"Musa";"meia";NA;7876;NA;NA;NA
NA;"Musa";"nana";"Musa acuminata";"tama";NA;7874;NA;NA;NA
NA;"Musa";"coccinea";"Musa coccinea";"bungeltuu";NA;7873;NA;NA;NA
NA;"Musa";"paradisiaca";"Musa paradisiaca";"French plantain";NA;7872;NA;NA;NA
"506500";"Musa";"textilis";"Musa textilis";"blantalos";NA;7877;NA;NA;NA
NA;"Musa";"sapientum";"Musa x paradisiaca";"tuu banana";NA;7875;NA;NA;NA
"503889";"Musa";"troglodytarum";"Musa x paradisiaca subsp. troglodytarum";"fei banana";NA;7879;NA;NA;NA
NA;"Mussaenda";"spp.";"Mussaenda";"Mussaenda";NA;7882;NA;NA;NA
NA;"Mussaenda";"frondosa";"Mussaenda frondosa";"Mussaenda frondosa";NA;7880;NA;NA;NA
"18155";"Persea";"krugii";"Mutisiopersea krugii";"canela";NA;8134;NA;NA;NA
"18156";"Persea";"urbaniana";"Mutisiopersea urbaniana";"aquacatillo";NA;8138;NA;NA;NA
NA;"Myoporum";"spp.";"Myoporum";"myoporum";NA;7884;NA;NA;NA
"34079";"Myoporum";"sandwicense";"Myoporum sandwicense";"naio";NA;7883;NA;NA;NA
NA;"Myrcia";"spp.";"Myrcia";"rodwood";NA;7892;NA;NA;NA
NA;"Myrcia";"leptoclada";"Myrcia amazonica";"guayabacon";NA;7889;NA;NA;NA
"27264";"Myrcia";"citrifolia";"Myrcia citrifolia";"red rodwood";NA;7886;NA;NA;NA
"27265";"Myrcia";"deflexa";"Myrcia deflexa";"cieneguillo";NA;7887;NA;NA;NA
NA;"Myrcia";"fallax";"Myrcia fallax";"curame";NA;7888;NA;NA;NA
"27231";"Myrcianthes";"fragrans";"Myrcianthes fragrans";"twinberry";NA;7893;NA;NA;NA
"27271";"Myrciaria";"floribunda";"Myrciaria floribunda";"guavaberry";NA;7895;NA;NA;NA
"27269";"Myrcia";"splendens";"Myrcia splendens";"punchberry";NA;7891;NA;NA;NA
"19265";"Myrica";"gale";"Myrica gale";NA;"Myrique baumier";NA;"MYG";NA;NA
NA;"Myrica";"rubra";"Myrica rubra";"yamamomo, strawberry tree";NA;7899;NA;NA;NA
NA;"Myristica";"hypargyraea";"Myristica";"atoneulu";NA;7902;NA;NA;NA
NA;"Myristica";"spp.";"Myristica";"Myristica";NA;7904;NA;NA;NA
NA;"Myristica";"insularis";"Myristica hypargyraea subsp. insularis";"adepurot";NA;7903;NA;NA;NA
"503910";"Myrospermum";"frutescens";"Myrospermum frutescens";"cercipo";NA;7905;NA;NA;NA
"506803";"Myroxylon";"balsamum";"Myroxylon balsamum";"balsam of Tolu";NA;7907;NA;NA;NA
NA;"Myrsine";"spp.";"Myrsine";"colicwood";NA;7927;NA;NA;NA
"503911";"Myrsine";"alyxifolia";"Myrsine alyxifolia";"forest colicwood";NA;7910;NA;NA;NA
"503912";"Myrsine";"coriacea";"Myrsine coriacea";"leathery colicwood";NA;7911;NA;NA;NA
NA;"Myrsine";"cubana";"Myrsine cubana";"Myrsine cubana";NA;7912;NA;NA;NA
"23906";"Myrsine";"degeneri";"Myrsine degeneri";"summit colicwood";NA;7913;NA;NA;NA
NA;"Myrsine";"emarginata";"Myrsine emarginata";"mountain colicwood";NA;7914;NA;NA;NA
"23909";"Myrsine";"fernseei";"Myrsine fernseei";"streambank colicwood";NA;7915;NA;NA;NA
"23910";"Myrsine";"helleri";"Myrsine helleri";"Wahiawa Bog colicwood";NA;7918;NA;NA;NA
"23912";"Myrsine";"kauaiensis";"Myrsine kauaiensis";"Kauai colicwood";NA;7919;NA;NA;NA
"23913";"Myrsine";"knudsenii";"Myrsine knudsenii";"Kokee colicwood";NA;7920;NA;NA;NA
"503915";"Myrsine";"lanaiensis";"Myrsine lanaiensis";"Lanai colicwood";NA;7921;NA;NA;NA
"23916";"Myrsine";"lessertiana";"Myrsine lessertiana";"kolea lau nui";NA;7922;NA;NA;NA
"23919";"Myrsine";"mezii";"Myrsine mezii";"Hanapepe River colicwood";NA;7923;NA;NA;NA
"23920";"Myrsine";"petiolata";"Myrsine petiolata";"swamp colicwood";NA;7924;NA;NA;NA
"23921";"Myrsine";"pukooensis";"Myrsine pukooensis";"Molokai colicwood";NA;7925;NA;NA;NA
"23923";"Myrsine";"sandwicensis";"Myrsine sandwicensis";"kokea lau lii";NA;7926;NA;NA;NA
"23925";"Myrsine";"wawraea";"Myrsine wawraea";"Mt. Kahili colicwood";NA;7928;NA;NA;NA
NA;"Metrosideros";"collina";"Nania collina";"collina";NA;7781;NA;NA;NA
"18183";"Nectandra";"coriacea";"Nectandra coriacea";"Nectandra coriacea";NA;7932;NA;NA;NA
"565319";"Nectandra";"hihua";"Nectandra hihua";"shinglewood";NA;7933;NA;NA;NA
"18186";"Nectandra";"krugii";"Nectandra krugii";"Nectandra krugii";NA;7934;NA;NA;NA
"18185";"Nectandra";"membranacea";"Nectandra membranacea";"Nectandra membranacea";NA;7935;NA;NA;NA
"18187";"Nectandra";"patens";"Nectandra patens";"Nectandra patens";NA;7936;NA;NA;NA
"565320";"Nectandra";"turbacensis";"Nectandra turbacensis";"Nectandra turbacensis";NA;7939;NA;NA;NA
"19666";"Neea";"buxifolia";"Neea buxifolia";"saltwood";NA;7940;NA;NA;NA
"565321";"Neolamarckia";"cadamba";"Neolamarckia cadamba";"kadam";NA;7944;NA;NA;NA
NA;"Neolaugeria";"resinosa";"Neolaugeria resinosa";"aquilon";NA;7946;NA;NA;NA
"507366";"Neonauclea";"forsteri";"Neonauclea forsteri";"afa";NA;7948;NA;NA;NA
"506073";"Nephelium";"lappaceum";"Nephelium lappaceum";"Rambutan";NA;7952;NA;NA;NA
"19178";"Neraudia";"melastomifolia";"Neraudia melastomifolia";"maaloa";NA;7954;NA;NA;NA
"30184";"Nerium";"oleander";"Nerium oleander";"oleander";NA;7956;NA;NA;NA
"503950";"Nesoluma";"polynesicum";"Nesoluma polynesicum";"keahi";NA;7958;NA;NA;NA
"503951";"Nestegis";"sandwicensis";"Nestegis sanwicensis";"Hawaii olive";NA;7960;NA;NA;NA
NA;"Nicotiana";"spp.";"Nicotiana";"tobacco";NA;7965;NA;NA;NA
"30574";"Nicotiana";"glauca";"Nicotiana glauca";"tree tobacco";NA;7964;NA;NA;NA
NA;"Opuntia";"cochenillifera";"Nopalea cochenillifera";"cochineal nopal cactus";NA;8013;NA;NA;NA
"503963";"Nothocestrum";"breviflorum";"Nothocestrum breviflorum";"smallflower aiea";NA;7966;NA;NA;NA
"30629";"Nothocestrum";"latifolium";"Nothocestrum latifolium";"broadleaf aiea";NA;7967;NA;NA;NA
"30630";"Nothocestrum";"longifolium";"Nothocestrum longifolium";"longleaf aiea";NA;7968;NA;NA;NA
"30631";"Nothocestrum";"peltatum";"Nothocestrum peltatum";"Oahu aiea";NA;7969;NA;NA;NA
"507457";"Nypa";"fruticans";"Nypa fruticans";"toechel, teuechel";NA;7974;NA;NA;NA
NA;"Nyssa";"spp.";"Nyssa";"tupelo spp.";NA;690;NA;NA;NA
"27824";"Nyssa";"aquatica";"Nyssa aquatica";"water tupelo";NA;691;NA;NA;NA
"195925";"Nyssa";"biflora";"Nyssa biflora";"swamp tupelo";NA;694;NA;NA;NA
"195927";"Nyssa";"ogeche";"Nyssa ogeche";"Ogeechee tupelo";NA;692;NA;NA;NA
"27821";"Nyssa";"sylvatica";"Nyssa sylvatica";"Black gum ;blackgum";NA;693;NA;"";137
NA;"Ochna";"spp.";"Ochna";"ochna";NA;7977;NA;NA;NA
"847566";"Ochna";"mossambicensis";"Ochna mossambicensis";"African bird's-eye bush";NA;7976;NA;NA;NA
"565326";"Ochna";"thomasiana";"Ochna thomasiana";"Thomas birds-eye bush";NA;7978;NA;NA;NA
"21602";"Ochroma";"pyramidale";"Ochroma pyramidale";"Ochroma pyramidale";NA;7980;NA;NA;NA
NA;"Ochrosia";"spp.";"Ochrosia";"yellowwood";NA;7986;NA;NA;NA
"30186";"Ochrosia";"compta";"Ochrosia compta";"holei";NA;7982;NA;NA;NA
"30188";"Ochrosia";"haleakalae";"Ochrosia haleakalae";"island yellowwood";NA;7983;NA;NA;NA
"30191";"Ochrosia";"kauaiensis";"Ochrosia kauaiensis";"Kauai yellowwood";NA;7984;NA;NA;NA
"30192";"Ochrosia";"kilaueaensis";"Ochrosia kilaueaensis";"Hawaii yellowwood";NA;7985;NA;NA;NA
"18192";"Ocotea";"floribunda";"Ocotea floribunda";"laurel espada";NA;7990;NA;NA;NA
"18190";"Ocotea";"leucoxylon";"Ocotea leucoxylon";"loblolly sweetwood";NA;7994;NA;NA;NA
"18194";"Ocotea";"moschata";"Ocotea moschata";"nemoca";NA;7996;NA;NA;NA
"18195";"Ocotea";"portoricensis";"Ocotea oblonga";"laurel de paloma";NA;7999;NA;NA;NA
"18197";"Ocotea";"wrightii";"Ocotea wrightii";"Wright's laurel canelon";NA;8003;NA;NA;NA
NA;"Olea";"spp.";"Olea";"olive";NA;8007;NA;NA;NA
"32990";"Olea";"europaea";"Olea europaea";"olive";NA;8004;NA;NA;NA
NA;"Oleandra";"neriiformis";"Oleandra pilosa";"oleandra fern";NA;8000;NA;NA;NA
"26808";"Olneya";"tesota";"Olneya tesota";"desert ironwood";NA;990;NA;NA;NA
NA;"Opuntia";"spp.";"Opuntia";"pricklypear";NA;8018;NA;NA;NA
"19706";"Opuntia";"ficus-indica";"Opuntia ficus-indica";"tuna cactus";NA;8014;NA;NA;NA
"504041";"Opuntia";"monacantha";"Opuntia monacantha";"common pricklypear";NA;8015;NA;NA;NA
"504057";"Ormosia";"krugii";"Ormosia krugii";"peronia";NA;8020;NA;NA;NA
NA;"Osmoxylon";"spp.";"Osmoxylon";"Osmoxylon";NA;8024;NA;NA;NA
NA;"Osmoxylon";"pachyphyllum";"Osmoxylon pachyphyllum";"kesiamel";NA;8023;NA;NA;NA
NA;"Osmoxylon";"truncatum";"Osmoxylon truncatum";"kesiamel";NA;718;NA;NA;NA
"19511";"Ostrya";"virginiana";"Ostrya virginiana";"Ironwood ;eastern hophornbeam";"Ostryer de Virginie";701;"OSV";"Id";56
"195963";"Ottoschulzia";"rhodoxylon";"Ottoschulzia rhodoxylon";"pincho palo de rosa";NA;8027;NA;NA;NA
"21360";"Ouratea";"ilicifolia";"Ouratea ilicifolia";"chicharron amarillo";NA;8029;NA;NA;NA
"21361";"Ouratea";"littoralis";"Ouratea littoralis";"abey amarillo";NA;8030;NA;NA;NA
"21362";"Ouratea";"striata";"Ouratea striata";"guanabanilla";NA;8032;NA;NA;NA
"504082";"Oxandra";"lanceolata";"Oxandra lanceolata";"blacklancewood";NA;8033;NA;NA;NA
"194906";"Oxandra";"laurifolia";"Oxandra laurifolia";"haya";NA;8034;NA;NA;NA
"23690";"Oxydendrum";"arboreum";"Oxydendrum arboreum";"sourwood";NA;711;NA;NA;NA
"21604";"Pachira";"aquatica";"Pachira aquatica";"miich era ngebard, guiana chestnut";NA;8036;NA;NA;NA
"21605";"Pachira";"insignis";"Pachira insignis";"wild chestnut";NA;8037;NA;NA;NA
"35211";"Palicourea";"alpina";"Palicourea alpina";"tafetan";NA;8045;NA;NA;NA
"35212";"Palicourea";"crocea";"Palicourea crocea";"red cappel";NA;8047;NA;NA;NA
"565378";"Palicourea";"croceoides";"Palicourea croceoides";"Palicourea croceoides";NA;8049;NA;NA;NA
NA;"Psychotria";"domingensis";"Palicourea domingensis";"Psychotria domingensis";NA;8364;NA;NA;NA
"35214";"Palicourea";"guianensis";"Palicourea guianensis";"showy cappel";NA;8051;NA;NA;NA
NA;"Pandanus";"spp.";"Pandanus";"screwpine";NA;8084;NA;NA;NA
"506610";"Pandanus";"dubius";"Pandanus dubius";"pahong";NA;8060;NA;NA;NA
NA;"Pandanus";"compressus";"Pandanus dubius var. compressus";"ongor";NA;8056;NA;NA;NA
NA;"Pandanus";"pulposus";"Pandanus pulposus";"deipw, jomineia";NA;8080;NA;NA;NA
"504095";"Pandanus";"tectorius";"Pandanus tectorius";"Tahitian screwpine";NA;8085;NA;NA;NA
"504096";"Pandanus";"utilis";"Pandanus utilis";"common screwpine";NA;8088;NA;NA;NA
"837784";"Pangium";"edule";"Pangium edule";"rauel";NA;8091;NA;NA;NA
"23900";"Parathesis";"crenulata";"Parathesis crenulata";"scratchthroat";NA;8099;NA;NA;NA
NA;"Parinari";"spp.";"Parinari";"Parinari";NA;8105;NA;NA;NA
NA;"Parkia";"spp.";"Parkia";"parkia";NA;8106;NA;NA;NA
"820294";"Parkia";"timoriana";"Parkia timoriana";"Parkia timoriana";NA;8110;NA;NA;NA
NA;"Parkinsonia";"spp.";"Parkinsonia";"paloverde";NA;8112;NA;NA;NA
"26826";"Parkinsonia";"aculeata";"Parkinsonia aculeata";"Jerusalem thorn";NA;8111;NA;NA;NA
"506044";"Parmentiera";"aculeata";"Parmentiera aculeata";"cuachilote";NA;8113;NA;NA;NA
"506045";"Parmentiera";"cereifera";"Parmentiera cereifera";"candle tree";NA;8114;NA;NA;NA
"28602";"Parthenocissus";"quinquefolia";"Parthenocissus quinquefolia";NA;"Parthénocisse à cinq folioles";NA;"PAQ";NA;NA
"33460";"Paulownia";"tomentosa";"Paulownia tomentosa";"paulownia, empress-tree";NA;712;NA;NA;NA
"196023";"Melicope";"elliptica";"Pelea elliptica";"leiohiiaka";NA;7726;NA;NA;NA
"26835";"Peltophorum";"pterocarpum";"Peltophorum pterocarpum";"Peltophorum pterocarpum";NA;8121;NA;NA;NA
"507456";"Pemphis";"acidula";"Pemphis acidula";"ngis";NA;8123;NA;NA;NA
"506119";"Pentadesma";"butyracea";"Pentadesma butyracea";"butter tree";NA;8125;NA;NA;NA
"507379";"Pericopsis";"mooniana";"Pericopsis mooniana";"Pericopsis mooniana";NA;8129;NA;NA;NA
NA;"Persea";"spp.";"Persea";"bay spp.";NA;720;NA;NA;NA
"18154";"Persea";"americana";"Persea americana";"avocado";NA;7211;NA;NA;NA
"18149";"Persea";"borbonia";"Persea borbonia";"redbay";NA;721;NA;NA;NA
"501528";"Cinnamomum";"montanum";"Persea montana";"avispillo";NA;6560;NA;NA;NA
"32242";"Petitia";"domingensis";"Petitia domingensis";"bastard stopper";NA;8141;NA;NA;NA
"35218";"Phialanthus";"grandifolius";"Phialanthus grandifolius";"aquilon prieto";NA;8143;NA;NA;NA
"35219";"Phialanthus";"myrtilloides";"Phialanthus myrtilloides";"candlewood";NA;8144;NA;NA;NA
NA;"Phoenix";"spp.";"Phoenix";"date palm";NA;8153;NA;NA;NA
"504333";"Phoenix";"canariensis";"Phoenix canariensis";"Canary Island date palm";NA;8151;NA;NA;NA
"42458";"Phoenix";"dactylifera";"Phoenix dactylifera";"date palm";NA;8152;NA;NA;NA
"506744";"Phoenix";"sylvestris";"Phoenix sylvestris";"date palm";NA;8154;NA;NA;NA
"28366";"Phyllanthus";"acidus";"Phyllanthus acidus";"Tahitian gooseberry tree";NA;8157;NA;NA;NA
"565399";"Phyllanthus";"distichus";"Phyllanthus acidus";"pamakani mahu";NA;8159;NA;NA;NA
"28386";"Phyllanthus";"juglandifolius";"Phyllanthus juglandifolius";"gamo de costa";NA;8160;NA;NA;NA
"845569";"Phyllanthus";"orbicularis";"Phyllanthus orbiculatus";"Phyllanthus orbicularis";NA;8162;NA;NA;NA
NA;"Picea";"spp.";"Picea";"spruce spp.";NA;90;NA;NA;NA
"183289";"Picea";"abies";"Picea abies";"Norway spruce ;Norway spruce";"Épinette de Norvège";91;"EPO";"Sn";15
"183290";"Picea";"breweriana";"Picea breweriana";"Brewer spruce";NA;92;NA;NA;NA
"183291";"Picea";"engelmannii";"Picea engelmannii";"Engelmann spruce";NA;93;NA;NA;NA
"183295";"Picea";"glauca";"Picea glauca";"White spruce ;white spruce";"Épinette blanche";94;"EPB";"Sw";12
"183302";"Picea";"mariana";"Picea mariana";"Black spruce ;black spruce";"Épinette noire";95;"EPN";"Sb";13
"183307";"Picea";"pungens";"Picea pungens";"blue spruce";NA;96;NA;NA;NA
"18034";"Picea";"rubens";"Picea rubens";"Red spruce ;red spruce";"Épinette rouge";97;"EPR";"Sr";14
"183309";"Picea";"sitchensis";"Picea sitchensis";"Sitka spruce";NA;98;NA;NA;NA
"28837";"Picramnia";"pentandra";"Picramnia pentandra";"Florida bitterbush";NA;8164;NA;NA;NA
"504387";"Picrasma";"excelsa";"Picrasma excelsa";"bitterwood";NA;8167;NA;NA;NA
"504390";"Pictetia";"aculeata";"Pictetia aculeata";"fustic";NA;8169;NA;NA;NA
"28987";"Pilocarpus";"racemosus";"Pilocarpus racemosus";"aceitillo";NA;8171;NA;NA;NA
"504399";"Pilosocereus";"royenii";"Pilosocereus royenii";"Royen's tree cactus";NA;8173;NA;NA;NA
NA;"Pimenta";"spp.";"Pimenta";"Pimenta";NA;8180;NA;NA;NA
"27247";"Pimenta";"dioica";"Pimenta dioica";"allspice";NA;8175;NA;NA;NA
"27248";"Pimenta";"racemosa";"Pimenta racemosa";"bayrumtree";NA;8177;NA;NA;NA
"27248";"Pimenta";"racemosa";"Pimenta racemosa";"bayrumtree";NA;8178;NA;NA;NA
NA;"Pinus";"spp.";"Pinus";"pine spp.";NA;100;NA;NA;NA
"183311";"Pinus";"albicaulis";"Pinus albicaulis";"whitebark pine";NA;101;NA;NA;NA
"183313";"Pinus";"aristata";"Pinus aristata";"Rocky Mountain bristlecone pine";NA;102;NA;NA;NA
"194798";"Pinus";"arizonica";"Pinus arizonica";"Arizona pine";NA;135;NA;NA;NA
"183315";"Pinus";"attenuata";"Pinus attenuata";"knobcone pine";NA;103;NA;NA;NA
"183316";"Pinus";"balfouriana";"Pinus balfouriana";"foxtail pine";NA;104;NA;NA;NA
"183319";"Pinus";"banksiana";"Pinus banksiana";"jack pine";"Pin gris";105;"PIG";NA;NA
"183319";"Pinus";"banskiana";"Pinus banksiana";"Jack pine";NA;NA;NA;"Pj";3
"822687";"Pinus";"caribaea";"Pinus caribaea";"Caribbean pine";NA;8183;NA;NA;NA
"183321";"Pinus";"cembroides";"Pinus cembroides";"Mexican pinyon pine";NA;140;NA;NA;NA
"183334";"Pinus";"discolor";"Pinus cembroides";"border pinyon";NA;134;NA;NA;NA
"183324";"Pinus";"clausa";"Pinus clausa";"sand pine";NA;107;NA;NA;NA
"183327";"Pinus";"contorta";"Pinus contorta";"lodgepole pine";NA;108;NA;NA;NA
"183333";"Pinus";"coulteri";"Pinus coulteri";"Coulter pine";NA;109;NA;NA;NA
"183335";"Pinus";"echinata";"Pinus echinata";"shortleaf pine";NA;110;NA;NA;NA
"183336";"Pinus";"edulis";"Pinus edulis";"common or two-needle pinyon";NA;106;NA;NA;NA
"18036";"Pinus";"elliottii";"Pinus elliottii";"Honduras pine";NA;144;NA;NA;NA
"18036";"Pinus";"elliottii";"Pinus elliottii";"slash pine";NA;111;NA;NA;NA
"183339";"Pinus";"engelmannii";"Pinus engelmannii";"Apache pine";NA;112;NA;NA;NA
"183343";"Pinus";"flexilis";"Pinus flexilis";"limber pine";NA;113;NA;NA;NA
"183342";"Pinus";"glabra";"Pinus glabra";"spruce pine";NA;115;NA;NA;NA
"183375";"Pinus";"resinosa";"Pinus hartwegii";"red pine";NA;125;NA;NA;NA
"503581";"Pinus";"resinosa";"Pinus hartwegii";"Red pine";"Pin rouge";NA;"PIR";"Pr";2
"183345";"Pinus";"jeffreyi";"Pinus jeffreyi";"Jeffrey pine";NA;116;NA;NA;NA
"183347";"Pinus";"lambertiana";"Pinus lambertiana";"sugar pine";NA;117;NA;NA;NA
"183348";"Pinus";"leiophylla";"Pinus leiophylla";"Chihuahua pine";NA;118;NA;NA;NA
"183352";"Pinus";"longaeva";"Pinus longaeva";"Great Basin bristlecone pine";NA;142;NA;NA;NA
"822556";"Pinus";"massoniana";"Pinus massoniana";"Chinese red pine";NA;8184;NA;NA;NA
"506602";"Pinus";"merkusii";"Pinus merkusii";"Merkus pine";NA;8185;NA;NA;NA
"183353";"Pinus";"monophylla";"Pinus monophylla";"singleleaf pinyon";NA;133;NA;NA;NA
"183353";"Pinus";"monophylla";"Pinus monophylla";"Arizona pinyon pine";NA;143;NA;NA;NA
"183356";"Pinus";"monticola";"Pinus monticola";"western white pine";NA;119;NA;NA;NA
"183359";"Pinus";"muricata";"Pinus muricata";"bishop pine";NA;120;NA;NA;NA
"183364";"Pinus";"nigra";"Pinus nigra";"Austrian pine ;Austrian pine";NA;136;NA;"Pa";6
"822576";"Pinus";"oocarpa";"Pinus oocarpa";"ocote chino";NA;8186;NA;NA;NA
"18038";"Pinus";"palustris";"Pinus palustris";"longleaf pine";NA;121;NA;NA;NA
"565970";"Pinus";"patula";"Pinus patula";"Mexican weeping pine";NA;8187;NA;NA;NA
"506603";"Pinus";"pinaster";"Pinus pinaster";"maritime pine";NA;8188;NA;NA;NA
"183365";"Pinus";"ponderosa";"Pinus ponderosa";"ponderosa pine";NA;122;NA;NA;NA
"183369";"Pinus";"pungens";"Pinus pungens";"Table Mountain pine";NA;123;NA;NA;NA
"183370";"Pinus";"quadrifolia";"Pinus quadrifolia";"four-leaf or Parry pinyon pine";NA;138;NA;NA;NA
"183372";"Pinus";"radiata";"Pinus radiata";"Monterey pine";NA;124;NA;NA;NA
"183374";"Pinus";"remota";"Pinus remota";"Papershell pinyon pine";NA;141;NA;NA;NA
"183376";"Pinus";"rigida";"Pinus rigida";"Pitch pine ;pitch pine";"Pin rigide";126;"PID";"Pp";5
"183377";"Pinus";"sabiniana";"Pinus sabiniana";"gray or California foothill pine";NA;127;NA;NA;NA
"183378";"Pinus";"serotina";"Pinus serotina";"pond pine";NA;128;NA;NA;NA
"183380";"Pinus";"strobiformis";"Pinus strobiformis";"southwestern white pine";NA;114;NA;NA;NA
"183385";"Pinus";"strobus";"Pinus strobus";"Eastern white pine ;eastern white pine";"Pin blanc";129;"PIB";"Pw";1
"183389";"Pinus";"sylvestris";"Pinus sylvestris";"Scots pine ;Scotch pine";"Pin sylvestre";130;"PIS";"Ps";4
"18037";"Pinus";"taeda";"Pinus taeda";"loblolly pine";NA;131;NA;NA;NA
"183391";"Pinus";"torreyana";"Pinus torreyana";"Torrey pine";NA;139;NA;NA;NA
"183394";"Pinus";"virginiana";"Pinus virginiana";"Virginia pine";NA;132;NA;NA;NA
NA;"Pinus";"washoensis";"Pinus washoensis";"Washoe pine";NA;137;NA;NA;NA
"504402";"Piper";"aduncum";"Piper aduncum";"higuillo de hoja menuda";NA;8190;NA;NA;NA
"18314";"Piper";"amalago";"Piper amalago";"higuillo de limon";NA;8191;NA;NA;NA
"18315";"Piper";"blattarum";"Piper blattarum";"moth pepper";NA;8192;NA;NA;NA
"18317";"Piper";"glabrescens";"Piper glabrescens";"Guyanese pepper";NA;8193;NA;NA;NA
"18307";"Piper";"hispidum";"Piper hispidum";"Jamaican pepper";NA;8194;NA;NA;NA
"504404";"Piper";"jacquemontianum";"Piper jacquemontianum";"Caracas pepper";NA;8195;NA;NA;NA
"18318";"Piper";"marginatum";"Piper marginatum";"marigold pepper";NA;8196;NA;NA;NA
"18321";"Piper";"swartzianum";"Piper swartzianum";"spanish elder";NA;8199;NA;NA;NA
NA;"Pipturus";"spp.";"Pipturus";"pipturus";NA;8207;NA;NA;NA
